College Name,Stream,District,Location,State,Fees per Year (\u20B9),Placement %,Rank,Accreditation,Courses Offered (comma-separated)
St. Jerome's College Ananthanadarkudy,,Kanniyakumari,https://www.google.com/maps/place/St.+Jerome%27s+College+Ananthanadarkudy/data=!4m7!3m6!1s0x3b04f078c2251e47:0x788ebb1522102db4!8m2!3d8.1470298!4d77.3801219!16s%2Fg%2F11f1023v5y!19sChIJRx4lwnjwBDsRtC0QIhW7jng?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Sivanthi Aditanar College,,Kanniyakumari,https://www.google.com/maps/place/Sivanthi+Aditanar+College/data=!4m7!3m6!1s0x3b04f00555555555:0x8918825a61f4de3d!8m2!3d8.1262022!4d77.4290833!16s%2Fg%2F11gbkw84vg!19sChIJVVVVVQXwBDsRPd70YVqCGIk?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Kalaivanar NSK Polytechnic College,,Kanniyakumari,https://www.google.com/maps/place/Kalaivanar+NSK+Polytechnic+College/data=!4m7!3m6!1s0x3b04f5cb1a54464f:0x7b605fa3ef8d1178!8m2!3d8.2513182!4d77.4896519!16s%2Fm%2F0cr54g9!19sChIJT0ZUGsv1BDsReBGN76NfYHs?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Arunachala Arts and Science College for Women,,Kanniyakumari,https://www.google.com/maps/place/Arunachala+Arts+and+Science+College+for+Women/data=!4m7!3m6!1s0x3b04fba7cd45fb7f:0xa95d84ff64ed32eb!8m2!3d8.1558034!4d77.3322854!16s%2Fg%2F11jfr7smrm!19sChIJf_tFzaf7BDsR6zLtZP-EXak?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Annai Vailankanni College Of Engineering,,Kanniyakumari,https://www.google.com/maps/place/Annai+Vailankanni+College+Of+Engineering/data=!4m7!3m6!1s0x3b04f28ce50e9537:0x6eeac84bdaeaec19!8m2!3d8.1348217!4d77.524156!16s%2Fm%2F0q39yw1!19sChIJN5UO5YzyBDsRGezq2kvI6m4?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
"GOVERNMENT ARTS COLLEGE,(AUTONOMOUS) KARUR",Arts and Science,Karur,https://maps.app.goo.gl/ok6D6jD6kQ25T7TD8,Tamil Nadu,,,,,
Kongu College of Arts and Science,Arts and Science,Karur,https://maps.app.goo.gl/W7omc2fnTo3dQFnL6,Tamil Nadu,,,,,
Government Arts & Science College (men) KRISHNAGIRI.,Arts and Science,Krishnagiri,https://maps.app.goo.gl/L1jcgPtGRiJuuYUJA,Tamil Nadu,,,,,
Krishna Arts & Science College,Arts and Science,Krishnagiri,https://maps.app.goo.gl/S7Xpaf7v6vTL9qX47,Tamil Nadu,,,,,
Saraswathi Narayanan Arts And Science College,Arts and Science,Madurai,https://www.google.com/maps/place/Saraswathi+Narayanan+Arts+And+Science+College/data=!4m7!3m6!1s0x3b00d015c455f6c1:0x32fe811ec9f3724!8m2!3d9.8507249!4d78.0899553!16s%2Fg%2F11gbldwgl6!19sChIJwfZVxBXQADsRJDef7BHoLwM?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Mangayarkarasi College of Arts & Science for Women Paravai,Arts and Science,Madurai,https://www.google.com/maps/place/Mangayarkarasi+College+of+Arts+%26+Science+for+Women+Paravai/data=!4m7!3m6!1s0x3b00c8d4c2ad99b7:0x80e7bfc0f0726760!8m2!3d9.9562695!4d78.0700811!16s%2Fg%2F1tr8j_fq!19sChIJt5mtwtTIADsRYGdy8MC_54A?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Senthamarai College of Arts and Science,Arts and Science,Madurai,https://www.google.com/maps/place/Senthamarai+College+of+Arts+and+Science/data=!4m7!3m6!1s0x3b00cc18c8e733f1:0x4d56af2cfd73db05!8m2!3d9.9328586!4d78.0130322!16s%2Fg%2F1td9nz8_!19sChIJ8TPnyBjMADsRBdtz_SyvVk0?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
The Madura College,Arts and Science,Madurai,https://www.google.com/maps/place/The+Madura+College/data=!4m7!3m6!1s0x3b00cfdd06b5a539:0x976b7b6c874b0c8c!8m2!3d9.9108341!4d78.1088964!16zL20vMDlkcmht!19sChIJOaW1Bt3PADsRjAxLh2x7a5c?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Ultra Arts and Science College,Arts and Science,Madurai,https://www.google.com/maps/place/Ultra+Arts+and+Science+College/data=!4m7!3m6!1s0x3b00c1d95f2d4f47:0xa98237184f02ee82!8m2!3d9.9731737!4d78.2113141!16s%2Fg%2F11j96qxk6h!19sChIJR08tX9nBADsRgu4CTxg3gqk?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
CSI College Of Arts & Science For Women,Arts and Science,Madurai,https://www.google.com/maps/place/CSI+College+Of+Arts+%26+Science+For+Women/data=!4m7!3m6!1s0x3b00c5d195555555:0x29f271a8bf8fbc7c!8m2!3d9.9492775!4d78.1520627!16s%2Fg%2F11b6t1n39k!19sChIJVVVVldHFADsRfLyPv6hx8ik?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Annai Fathima College of Arts and Science,Arts and Science,Madurai,https://www.google.com/maps/place/Annai+Fathima+College+of+Arts+and+Science/data=!4m7!3m6!1s0x3b00d31794bebe95:0x5e230b5fcd8a88c1!8m2!3d9.8077118!4d77.9550538!16s%2Fg%2F1thtn0hb!19sChIJlb6-lBfTADsRwYiKzV8LI14?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
PKN Arts and Science College,Arts and Science,Madurai,https://www.google.com/maps/place/PKN+Arts+and+Science+College/data=!4m7!3m6!1s0x3b00d3d135cc4359:0xf0c30564d67ac3af!8m2!3d9.8155948!4d78.0130983!16s%2Fm%2F012lb59r!19sChIJWUPMNdHTADsRr8N61mQFw_A?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Nadar Mahajana Sangam S.Vellaichamy Nadar College,Arts and Science,Madurai,https://www.google.com/maps/place/Nadar+Mahajana+Sangam+S.Vellaichamy+Nadar+College/data=!4m7!3m6!1s0x3b00cec0c057de91:0xbd2b3a7acda8044a!8m2!3d9.936663!4d78.0430243!16s%2Fm%2F0wg0cbd!19sChIJkd5XwMDOADsRSgSozXo6K70?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Manikam Ramaswami College of Arts and Science(MRCAS),Arts and Science,Madurai,https://www.google.com/maps/place/Manikam+Ramaswami+College+of+Arts+and+Science%28MRCAS%29/data=!4m7!3m6!1s0x3b00cfb4ddae9163:0x253eb77176e25ef8!8m2!3d9.8750078!4d78.081211!16s%2Fg%2F11ts02gx4_!19sChIJY5Gu3bTPADsR-F7idnG3PiU?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Nagarathinam Angalammal Arts and Science college,Arts and Science,Madurai,https://www.google.com/maps/place/Nagarathinam+Angalammal+Arts+and+Science+college/data=!4m7!3m6!1s0x3b00c511f22b1c15:0xd32eed7295055e74!8m2!3d9.8303407!4d78.0991844!16s%2Fg%2F11gyv0f01s!19sChIJFRwr8hHFADsRdF4FlXLtLtM?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
MSS Wakf Board College,Arts and Science,Madurai,https://www.google.com/maps/place/MSS+Wakf+Board+College/data=!4m7!3m6!1s0x3b00c5ba2be81bc9:0xf95c616d4bc0659!8m2!3d9.9301139!4d78.1424662!16s%2Fm%2F0dgpk9d!19sChIJyRvoK7rFADsRWQa81BbGlQ8?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Sri Meenakshi Government College for Women,Arts and Science,Madurai,https://www.google.com/maps/place/Sri+Meenakshi+Government+College+for+Women/data=!4m7!3m6!1s0x3b00c5917b7768f9:0xd5aae316c57eb1e5!8m2!3d9.9286954!4d78.1259606!16s%2Fg%2F11dxnmhgq5!19sChIJ-Wh3e5HFADsR5bF-xRbjqtU?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Ambiga College of Arts and Science,Arts and Science,Madurai,https://www.google.com/maps/place/Ambiga+College+of+Arts+and+Science/data=!4m7!3m6!1s0x3b00c5af63a911ad:0x31393975e383c4f0!8m2!3d9.9215853!4d78.1448147!16s%2Fg%2F11t1pvqpyd!19sChIJrRGpY6_FADsR8MSD43U5OTE?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Ceoa College Of Arts And Science,Arts and Science,Madurai,https://www.google.com/maps/place/Ceoa+College+Of+Arts+And+Science/data=!4m7!3m6!1s0x3b00c60f2c9688d1:0x3c746027955cb1b0!8m2!3d9.9611905!4d78.1220418!16s%2Fg%2F11j0082m0h!19sChIJ0YiWLA_GADsRsLFclSdgdDw?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Sourashtra College,Arts and Science,Madurai,https://www.google.com/maps/place/Sourashtra+College/data=!4m7!3m6!1s0x3b00cfb1b7e0fcc7:0xb8c2f759c352d079!8m2!3d9.899049!4d78.0732206!16s%2Fg%2F11gbldz4fg!19sChIJx_zgt7HPADsRedBSw1n3wrg?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
The American College,Arts and Science,Madurai,https://www.google.com/maps/place/The+American+College/data=!4m7!3m6!1s0x3b00c596164005b5:0x2c5811ddf116b4ef!8m2!3d9.9297915!4d78.1312268!16zL20vMDI2emhy!19sChIJtQVAFpbFADsR77QW8d0RWCw?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Mannar Thirumalai Naicker College,Arts and Science,Madurai,https://www.google.com/maps/place/Mannar+Thirumalai+Naicker+College/data=!4m7!3m6!1s0x3b00cfb9ddc52fb1:0xf4bd55f98a2a50e8!8m2!3d9.8936692!4d78.0769159!16s%2Fg%2F1tctv_9b!19sChIJsS_F3bnPADsR6FAqivlVvfQ?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Madurai kamaraj University College,Arts and Science,Madurai,https://www.google.com/maps/place/Madurai+kamaraj+University+College/data=!4m7!3m6!1s0x3b00c5bfc904900b:0x137140db3c9aa7af!8m2!3d9.9392124!4d78.1388783!16s%2Fg%2F11fy25vjk3!19sChIJC5AEyb_FADsRr6eaPNtAcRM?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Thiagarajar College,Arts and Science,Madurai,https://www.google.com/maps/place/Thiagarajar+College/data=!4m7!3m6!1s0x3b00c5077610d357:0x69066b558478379a!8m2!3d9.912937!4d78.1475355!16s%2Fm%2F0pmg903!19sChIJV9MQdgfFADsRmjd4hFVrBmk?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
"Yadava College, Govindrajan Campus,",Arts and Science,Madurai,"https://www.google.com/maps/place/Yadava+College,+Govindrajan+Campus,/data=!4m7!3m6!1s0x3b00c6441b41572f:0x52cf9707f190d5e9!8m2!3d9.9857296!4d78.1397412!16s%2Fm%2F043kkjm!19sChIJL1dBG0TGADsR6dWQ8QeXz1I?authuser=0&hl=en&rclk=1",Tamil Nadu,,,,,
SLCS (Subbalakshmi Lakshmipathy College of Science),Arts and Science,Madurai,https://www.google.com/maps/place/SLCS+%28Subbalakshmi+Lakshmipathy+College+of+Science%29/data=!4m7!3m6!1s0x3b00d0be82a14d5f:0x71d33525eba17df2!8m2!3d9.7991158!4d78.0931545!16s%2Fg%2F1tdjpl34!19sChIJX02hgr7QADsR8n2h6yU103E?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
KLN - Arts And Science College,Arts and Science,Madurai,https://www.google.com/maps/place/KLN+-+Arts+And+Science+College/data=!4m7!3m6!1s0x3b00db8e4ba80ed3:0xba83e3908166dc0!8m2!3d9.8350892!4d78.15917!16s%2Fg%2F11h_f35crv!19sChIJ0w6oS47bADsRwG0WCDk-qAs?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Arul Anandar College,Arts and Science,Madurai,https://www.google.com/maps/place/Arul+Anandar+College/data=!4m7!3m6!1s0x3b00ccb15bd14bc7:0xc8d87fbd671024cc!8m2!3d9.9342515!4d77.9346471!16s%2Fm%2F0zrqv13!19sChIJx0vRW7HMADsRzCQQZ71_2Mg?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Government arts college melur,Arts and Science,Madurai,https://www.google.com/maps/place/Government+arts+college+melur/data=!4m7!3m6!1s0x3b00eadeffffffff:0xe5af2ef4fe78f7a4!8m2!3d10.0435905!4d78.3457921!16s%2Fg%2F11g8wd3vht!19sChIJ_____97qADsRpPd4_vQur-U?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Auxilium Arts and Science College for Women,Arts and Science,Madurai,https://www.google.com/maps/place/Auxilium+Arts+and+Science+College+for+Women/data=!4m7!3m6!1s0x3b00c11e2e606175:0xec367c0937892668!8m2!3d9.9818151!4d78.2326259!16s%2Fg%2F11jydx9z9_!19sChIJdWFgLh7BADsRaCaJNwl8Nuw?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Madurai Institute Of Social Sciences,Arts and Science,Madurai,https://www.google.com/maps/place/Madurai+Institute+Of+Social+Sciences/data=!4m7!3m6!1s0x3b00c5c6c3712bc9:0xaee2d897b59eb88d!8m2!3d9.9395673!4d78.1390363!16s%2Fg%2F11fy_qfk7f!19sChIJyStxw8bFADsRjbietZfY4q4?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Madonna Arts & Science College For Women,Arts and Science,Madurai,https://www.google.com/maps/place/Madonna+Arts+%26+Science+College+For+Women/data=!4m7!3m6!1s0x3b00c4c1c8a13b97:0xc5005a0f5add1322!8m2!3d9.8913126!4d78.1749406!16s%2Fg%2F11b8_nq6sm!19sChIJlzuhyMHEADsRIhPdWg9aAMU?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Sourashtra womens College,Arts and Science,Madurai,https://www.google.com/maps/place/Sourashtra+womens+College/data=!4m7!3m6!1s0x3b00cfae55aab495:0x5f0d86258712e8ea!8m2!3d9.9023466!4d78.0728334!16s%2Fg%2F1vyk0ym9!19sChIJlbSqVa7PADsR6ugShyWGDV8?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
"Solai College Of Arts And Science, MADURAI DISTRICT",Arts and Science,Madurai,"https://www.google.com/maps/place/Solai+College+Of+Arts+And+Science,+MADURAI+DISTRICT/data=!4m7!3m6!1s0x3b0739c3fa33c993:0xe4a43b4b53bba66b!8m2!3d9.980436!4d77.7034765!16s%2Fg%2F11grbcvvhc!19sChIJk8kz-sM5BzsRa6a7U0s7pOQ?authuser=0&hl=en&rclk=1",Tamil Nadu,,,,,
Government Arts and Science College Kappalur Thirumangulam,Arts and Science,Madurai,https://www.google.com/maps/place/Government+Arts+and+Science+College+Kappalur+Thirumangulam/data=!4m7!3m6!1s0x3b00d21cf0d33915:0x9fcb604f008b48b7!8m2!3d9.8520316!4d78.0158341!16s%2Fg%2F11f2dqk_f4!19sChIJFTnT8BzSADsRt0iLAE9gy58?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
E.M.G. Yadava Women's College,Arts and Science,Madurai,https://www.google.com/maps/place/E.M.G.+Yadava+Women%27s+College/data=!4m7!3m6!1s0x3b00c6428f02a201:0x5ce61a529a6425a8!8m2!3d9.9789784!4d78.1427084!16s%2Fg%2F11hbg8hvft!19sChIJAaICj0LGADsRqCVkmlIa5lw?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Vivekananda College,Arts and Science,Madurai,https://www.google.com/maps/place/Vivekananda+College/data=!4m7!3m6!1s0x3b00ca5931e4cae5:0x671257528138e2ed!8m2!3d10.0117066!4d77.9774642!16s%2Fm%2F05f89f7!19sChIJ5crkMVnKADsR7eI4gVJXEmc?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Madurai Gandhi N.M.R.Subbaraman College for Women,Arts and Science,Madurai,https://www.google.com/maps/place/Madurai+Gandhi+N.M.R.Subbaraman+College+for+Women/data=!4m7!3m6!1s0x3b00c505a73a5533:0xa208dc05fdee221e!8m2!3d9.9055446!4d78.147001!16s%2Fg%2F1hc3d2ggy!19sChIJM1U6pwXFADsRHiLu_QXcCKI?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Nazia College of Arts and Science - Block,Arts and Science,Madurai,https://www.google.com/maps/place/Nazia+College+of+Arts+and+Science+-+Block/data=!4m7!3m6!1s0x3b00d7619273ff3f:0xd492e09d9e2d59f1!8m2!3d9.698954!4d78.0964761!16s%2Fg%2F11h0ms6_43!19sChIJP_9zkmHXADsR8Vktnp3gktQ?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Senthamil College,Arts and Science,Madurai,https://www.google.com/maps/place/Senthamil+College/data=!4m7!3m6!1s0x3b00c58f3937527d:0xaa04aa25449a07cb!8m2!3d9.9257561!4d78.1170349!16s%2Fg%2F11hyn8c2nc!19sChIJfVI3OY_FADsRyweaRCWqBKo?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
"Lady Doak College, Madurai",Arts and Science,Madurai,"https://www.google.com/maps/place/Lady+Doak+College,+Madurai/data=!4m7!3m6!1s0x3b00c5eb0aa22309:0x2ad114e5d02deba!8m2!3d9.937699!4d78.1292872!16zL20vMGQ5YjJ5!19sChIJCSOiCuvFADsRut4CXU4RrQI?authuser=0&hl=en&rclk=1",Tamil Nadu,,,,,
Fatima college For Women,Arts and Science,Madurai,https://www.google.com/maps/place/Fatima+college+For+Women/data=!4m7!3m6!1s0x3b00c58f98cfb84d:0x93017737fb55b321!8m2!3d9.9472017!4d78.0981898!16s%2Fg%2F11gbldmlk7!19sChIJTbjPmI_FADsRIbNV-zd3AZM?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
D. G. GOVERNMENT ARTS COLLEGE FOR WOMEN,Arts and Science,Mayiladuthurai,https://maps.app.goo.gl/8Aqb38VvynsbkRKWA,Tamil Nadu,,,,,
Dharmapuram Aadhinam Arts College,Arts and Science,Mayiladuthurai,https://maps.app.goo.gl/dkY7Z4YXYVvrb5yy5,Tamil Nadu,,,,,
Poompuhar.College,Arts and Science,Mayiladuthurai,https://maps.app.goo.gl/7jvCipW4cntVs23c6,Tamil Nadu,,,,,
A.V.C. COLLEGE (Autonomous),Arts and Science,Mayiladuthurai,https://maps.app.goo.gl/kw3KiGUNtCuZSrMcA,Tamil Nadu,,,,,
A.R.C Viswanathan College,Arts and Science,Mayiladuthurai,https://maps.app.goo.gl/RAfBL5XpXpnYUku3A,Tamil Nadu,,,,,
AVS College of Arts And Science,Arts and Science,Mayiladuthurai,https://maps.app.goo.gl/yXoFN3qjkmjAnJ6RA,Tamil Nadu,,,,,
Padmavani Arts & Science College for Women,Arts and Science,Mayiladuthurai,https://maps.app.goo.gl/V5pg8mb3nz7uwDu17,Tamil Nadu,,,,,
SASTRA Deemed University,Arts and Science,Mayiladuthurai,https://maps.app.goo.gl/eroWkifGCciB3JFVA,Tamil Nadu,,,,,
Jamal Mohamed College,Arts and Science,Mayiladuthurai,https://maps.app.goo.gl/7QaJpkdna8kLrpXX8,Tamil Nadu,,,,,
Aadhavan College of Arts & Science,Arts and Science,Mayiladuthurai,https://maps.app.goo.gl/oddaNWrDXiuuH8cH8,Tamil Nadu,,,,,
Idhaya College for Women Kumbakonam,Arts and Science,Mayiladuthurai,https://maps.app.goo.gl/T7hXzqYPLqd7cVDx8,Tamil Nadu,,,,,
A.D.M. College for Women,Arts and Science,Nagapattinam,https://www.google.com/maps/place/A.D.M.+College+for+Women/data=!4m7!3m6!1s0x3a556c8e17de196b:0xe6a95a025ccabac1!8m2!3d10.7786845!4d79.845104!16s%2Fg%2F1hf971py7!19sChIJaxneF45sVToRwbrKXAJaqeY?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Bharathidasan University,Arts and Science,Nagapattinam,https://www.google.com/maps/place/Bharathidasan+University/data=!4m7!3m6!1s0x3baa894dc214523f:0xb0df6f77eebd7c73!8m2!3d10.6779768!4d78.7384253!16zL20vMDY1NzJx!19sChIJP1IUwk2JqjsRc3y97ndv37A?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Central University of Tamil Nadu,Arts and Science,Nagapattinam,https://www.google.com/maps/place/Central+University+of+Tamil+Nadu/data=!4m7!3m6!1s0x3a5538987213dfe9:0xc887bd1af810e204!8m2!3d10.8162438!4d79.6165258!16s%2Fm%2F0b76qqh!19sChIJ6d8Tcpg4VToRBOIQ-Bq9h8g?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
St. Josephs College of Arts and Science,Arts and Science,Nagapattinam,https://www.google.com/maps/place/St.+Josephs+College+of+Arts+and+Science/data=!4m7!3m6!1s0x3a5498f22ccc2157:0x962571751d010b9e!8m2!3d11.7598928!4d79.7692941!16s%2Fg%2F11fz1h1h02!19sChIJVyHMLPKYVDoRngsBHXVxJZY?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
AVS College of Arts And Science,Arts and Science,Nagapattinam,https://www.google.com/maps/place/AVS+College+of+Arts+And+Science/data=!4m7!3m6!1s0x3babf28de453b30b:0x63920f1090a0fee7!8m2!3d11.6644038!4d78.2586495!16s%2Fg%2F1hm5jdlhw!19sChIJC7NT5I3yqzsR5_6gkBAPkmM?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Periyar Maniammai Institute of Science & Technology,Arts and Science,Nagapattinam,https://www.google.com/maps/place/Periyar+Maniammai+Institute+of+Science+%26+Technology/data=!4m7!3m6!1s0x3baabefa2e7b1e4b:0xde09d003a0c7c624!8m2!3d10.7301521!4d79.0688749!16s%2Fm%2F03wb_3t!19sChIJSx57Lvq-qjsRJMbHoAPQCd4?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
DHANALAKSHMI SRINIVASAN UNIVERSITY,Arts and Science,Nagapattinam,https://www.google.com/maps/place/DHANALAKSHMI+SRINIVASAN+UNIVERSITY/data=!4m7!3m6!1s0x3baaf70ca2847e99:0xcf6f7bb049ba92a6!8m2!3d10.9302246!4d78.7464908!16s%2Fg%2F11nn3rkl6m!19sChIJmX6Eogz3qjsRppK6SbB7b88?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
SASTRA Deemed University,Arts and Science,Nagapattinam,https://www.google.com/maps/place/SASTRA+Deemed+University/data=!4m7!3m6!1s0x3baabe2803211597:0x6371e96c202331c!8m2!3d10.7285131!4d79.0184111!16s%2Fm%2F0260tlk!19sChIJlxUhAyi-qjsRHDMCwpYeNwY?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Alagappa University,Arts and Science,Nagapattinam,https://www.google.com/maps/place/Alagappa+University/data=!4m7!3m6!1s0x3b00677b6aaaaaab:0xc17a3e5d22cfd7c9!8m2!3d10.0786758!4d78.7946413!16zL20vMDZ4czFy!19sChIJq6qqantnADsRydfPIl0-esE?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Bishop Heber College,Arts and Science,Nagapattinam,https://www.google.com/maps/place/Bishop+Heber+College/data=!4m7!3m6!1s0x3baaf5766da376cb:0x158877d0ddcfd3b8!8m2!3d10.8147063!4d78.6730769!16s%2Fm%2F047ll_q!19sChIJy3ajbXb1qjsRuNPP3dB3iBU?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
D. G. GOVERNMENT ARTS COLLEGE FOR WOMEN,Arts and Science,Nagapattinam,https://www.google.com/maps/place/D.+G.+GOVERNMENT+ARTS+COLLEGE+FOR+WOMEN/data=!4m7!3m6!1s0x3a55213a6ba9e6ed:0x8cf74dc6dc63f335!8m2!3d11.1012166!4d79.6563748!16s%2Fm%2F0nd5g1h!19sChIJ7eapazohVToRNfNj3MZN94w?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Pondicherry University,Arts and Science,Nagapattinam,https://www.google.com/maps/place/Pondicherry+University/data=!4m7!3m6!1s0x3a536176a1e57959:0xf9c2bcf93bd35eba!8m2!3d12.0182619!4d79.8568461!16s%2Fm%2F026yz38!19sChIJWXnloXZhUzoRul7TO_m8wvk?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Poompuhar.College,Arts and Science,Nagapattinam,https://www.google.com/maps/place/Poompuhar.College/data=!4m7!3m6!1s0x3a551e14f45ccfe1:0xeb7079c8dc3c3fc6!8m2!3d11.1491657!4d79.8110487!16s%2Fm%2F0137064d!19sChIJ4c9c9BQeVToRxj883Mh5cOs?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Dharmapuram Aadhinam Arts College,Arts and Science,Nagapattinam,https://www.google.com/maps/place/Dharmapuram+Aadhinam+Arts+College/data=!4m7!3m6!1s0x3a55213e47d93055:0x2a8f709e5cf017ae!8m2!3d11.1010079!4d79.6715472!16s%2Fm%2F0h7qwt8!19sChIJVTDZRz4hVToRrhfwXJ5wjyo?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
A.V.C. COLLEGE (Autonomous),Arts and Science,Nagapattinam,https://www.google.com/maps/place/A.V.C.+COLLEGE+%28Autonomous%29/data=!4m7!3m6!1s0x3a55210974826af7:0x862992ed8603b1cc!8m2!3d11.1027705!4d79.6916446!16zL20vMGJzY3dw!19sChIJ92qCdAkhVToRzLEDhu2SKYY?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
A.R.C Viswanathan College,Arts and Science,Nagapattinam,https://www.google.com/maps/place/A.R.C+Viswanathan+College/data=!4m7!3m6!1s0x3a552694d4dd08f1:0x9769d2ad1ab2c915!8m2!3d11.0932898!4d79.6247051!16s%2Fm%2F0nd3m6t!19sChIJ8Qjd1JQmVToRFcmyGq3SaZc?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
PSG College of Arts and Science,Arts and Science,Nagapattinam,https://www.google.com/maps/place/PSG+College+of+Arts+and+Science/data=!4m7!3m6!1s0x3ba858526b5c0591:0x6c452206816788d4!8m2!3d11.0345889!4d77.0338623!16s%2Fm%2F025w14x!19sChIJkQVca1JYqDsR1IhngQYiRWw?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Dhanalakshmi Srinivasan College of Arts and Science for Women,Arts and Science,Nagapattinam,https://www.google.com/maps/place/Dhanalakshmi+Srinivasan+College+of+Arts+and+Science+for+Women/data=!4m7!3m6!1s0x3bab1b4b58447bc1:0x6ce54d1351c84511!8m2!3d11.2381909!4d78.8367897!16s%2Fg%2F11fj329syv!19sChIJwXtEWEsbqzsREUXIURNN5Ww?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Nilgiri College of Arts and Science (Autonomous),Arts and Science,Nilgiri,https://maps.app.goo.gl/LT7bw5vbsGQG3ChZ6,Tamil Nadu,,,,,
Namakkal Kavignar Ramaligam Government Arts College for Women,Arts and Science,Namakkal ,https://www.google.com/maps/place/Namakkal+Kavignar+Ramaligam+Government+Arts+College+for+Women/data=!4m7!3m6!1s0x3babce916a5c6f97:0x992be117b03fc7e9!8m2!3d11.213557!4d78.1721071!16s%2Fg%2F11fz0xtr74!19sChIJl29capHOqzsR6cc_sBfhK5k?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
K.S.R. College of Arts and Science,Arts and Science,Namakkal ,https://www.google.com/maps/place/K.S.R.+College+of+Arts+and+Science/data=!4m7!3m6!1s0x3ba96404a316cc75:0x70697f973f91ac13!8m2!3d11.362977!4d77.8281182!16s%2Fm%2F05p0pxf!19sChIJdcwWowRkqTsRE6yRP5d_aXA?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
Thiruvalluvar Government Arts College,Arts and Science,Namakkal ,https://www.google.com/maps/place/Thiruvalluvar+Government+Arts+College/data=!4m7!3m6!1s0x3babc260e5957da3:0x1c27bc86eebe56b2!8m2!3d11.444591!4d78.1598723!16s%2Fg%2F11c6zy3vs5!19sChIJo32V5WDCqzsRsla-7oa8Jxw?authuser=0&hl=en&rclk=1,Tamil Nadu,,,,,
